customer_id,frequency,recency,T,monetary_value,probability_alive,expected_purchases_90d,expected_purchases_180d,expected_purchases_365d,expected_transaction_value,expected_revenue_clv_12m,historical_orders,historical_revenue,historical_units,historical_aov,first_purchase,last_purchase,clv_value_tier,rfm_segment,rfm_value_tier,rfm_total_score,rfm_action,ml_cluster,cluster_name,cluster_action
12358,4.0,730.0,731.0,614.3100000000001,0.9802459283430651,0.5151333212695122,1.0253279252083811,2.0604392857784224,604.5110408422404,1246.3970427130432,5,3887.07,1079,777.414,2009-12-08 07:59:00,2011-12-08 10:26:00,Core,Champions,High Value,14,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12359,9.0,677.0,734.0,901.411111111111,0.9794597842039977,1.0653486267440666,2.120022581946425,4.258648943257418,889.5794081660058,3790.955712562132,10,8873.39,2739,887.3389999999999,2009-12-05 13:32:00,2011-10-13 12:47:00,High,Champions,High Value,14,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12360,7.0,603.0,655.0,590.6985714285713,0.977857932598456,0.9356621026621037,1.8611516221865065,3.735912777224081,585.7324003274573,2189.71576873208,8,4252.889999999999,2459,531.6112499999999,2010-02-22 09:32:00,2011-10-18 15:22:00,High,Champions,High Value,13,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12361,3.0,395.0,682.0,134.01666666666668,0.8716425599131168,0.38296446832519193,0.7621204155386765,1.531046095540542,156.2236621916929,239.34660585143752,4,511.25,235,127.8125,2010-01-26 14:37:00,2011-02-25 13:51:00,Developing,At Risk,Low Value,7,Prioritize retention campaigns and investigate the reason for declining engagement.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12362,10.0,735.0,738.0,522.623,0.9904033332337673,1.1830600369848498,2.354263953821272,4.729177874778555,520.682170409529,2464.055598063235,11,5356.2300000000005,2230,486.93000000000006,2009-12-01 10:10:00,2011-12-06 15:40:00,High,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12363,1.0,133.0,242.0,252.9,0.9102202670918988,0.44035068968269697,0.8719890644493403,1.7381044237421204,288.33623098865826,501.49126266161767,2,552.0,408,276.0,2011-04-11 13:29:00,2011-08-22 10:18:00,Developing,Need Attention,Low Value,7,Use personalized re-engagement before activity declines further.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12364,3.0,105.0,112.0,229.7266666666667,0.9719471196553724,1.8205004447323323,3.581493415344622,7.074796128192701,244.95229109981642,1734.1216095514708,4,1313.1,1506,328.275,2011-08-19 15:24:00,2011-12-02 10:22:00,High,Loyal Customers,High Value,12,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12365,0.0,0.0,291.0,0.0,1.0,0.16243307996224235,0.32231208856052646,0.6445113121168954,438.4599506189272,282.7810815075957,2,641.38,174,320.69,2011-02-21 13:51:00,2011-02-21 14:04:00,Developing,About to Sleep,Medium Value,7,Trigger low-cost reactivation campaigns.,0,At-Risk Return-Heavy Customers,Investigate return causes and service issues before applying targeted retention incentives.
12366,0.0,0.0,633.0,0.0,1.0,0.08252730615330488,0.1643383276945568,0.33052670695243175,438.4599506189272,145.0204701924257,1,500.24,296,500.24,2010-03-16 10:28:00,2010-03-16 10:28:00,Developing,Hibernating,Low Value,4,Use inexpensive win-back campaigns and avoid high acquisition-style spending.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12367,0.0,0.0,4.0,0.0,1.0,0.8730963078944097,1.7012904570206617,3.3251960114786168,438.4599506189272,1458.9046249326086,1,168.9,173,168.9,2011-12-05 16:48:00,2011-12-05 16:48:00,Core,New Customers,Low Value,7,Focus on onboarding and driving the second purchase.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12368,0.0,0.0,628.0,0.0,1.0,0.08312506326233503,0.16552390528866415,0.33289469525296556,438.4599506189272,146.05942973759076,1,917.6999999999999,330,917.6999999999999,2010-03-21 15:56:00,2010-03-21 15:56:00,Developing,Hibernating,Medium Value,5,Use inexpensive win-back campaigns and avoid high acquisition-style spending.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12369,2.0,228.0,641.0,721.415,0.745543295317054,0.2513932661552483,0.5002379988070679,1.0047844958450096,691.5450319975903,695.3212526941294,3,1791.15,1241,597.0500000000001,2010-03-08 08:09:00,2010-10-22 13:13:00,Core,At Risk,High Value,8,Prioritize retention campaigns and investigate the reason for declining engagement.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12370,5.0,617.0,668.0,750.72,0.975302347870083,0.6766793920674549,1.346261448448253,2.703261372930179,736.6429676757998,1992.67755299236,7,4316.5599999999995,2604,616.6514285714285,2010-02-09 09:41:00,2011-10-19 14:51:00,High,Champions,High Value,13,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12371,3.0,601.0,645.0,1153.2333333333333,0.9695981610433855,0.44826440873607604,0.8918609733567966,1.7909653811143331,1101.0956441543017,1973.3504476811743,5,4067.38,1436,813.476,2010-03-04 18:23:00,2011-10-26 10:16:00,High,Champions,High Value,13,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12372,2.0,225.0,296.0,449.41,0.9446675869050519,0.6248423455717831,1.2383090214663477,2.4711127220396443,448.25406507198625,1108.4232420394876,3,1298.04,794,432.68,2011-02-16 12:46:00,2011-09-29 12:12:00,Core,Loyal Customers,High Value,10,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12373,2.0,362.0,673.0,344.875,0.8773083115012912,0.28295996878266066,0.5631644600260878,1.131568487317918,354.75423518809424,401.6989773485464,3,1127.65,516,375.8833333333334,2010-02-04 12:08:00,2011-02-01 13:10:00,Developing,At Risk,Medium Value,8,Prioritize retention campaigns and investigate the reason for declining engagement.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12374,2.0,563.0,588.0,800.34,0.9651689598444878,0.3519507577879069,0.7000733347358524,1.4052897200872054,762.1383650782445,1071.7450310965396,4,2989.2200000000003,1362,747.3050000000001,2010-04-30 14:01:00,2011-11-14 15:37:00,Core,Loyal Customers,High Value,12,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12375,1.0,88.0,98.0,227.20000000000002,0.9499991141248052,0.8726045439695319,1.7170680882871427,3.3931870968088735,267.5441388285282,908.4218364674074,2,457.5,178,228.75,2011-09-02 14:23:00,2011-11-29 10:36:00,Core,Potential Loyalists,Low Value,9,Encourage the next purchase with personalized recommendations and targeted incentives.,0,At-Risk Return-Heavy Customers,Investigate return causes and service issues before applying targeted retention incentives.
12376,1.0,28.0,417.0,70.6,0.5675156776438292,0.1743533231125158,0.34635324328434786,0.6937561787218471,140.84991189170475,97.78092389841191,2,503.15,240,251.575,2010-10-18 08:42:00,2010-11-15 12:15:00,Developing,About to Sleep,Low Value,6,Trigger low-cost reactivation campaigns.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12377,3.0,274.0,589.0,738.4533333333334,0.7818210484182726,0.3924961251096978,0.7805913932479618,1.5664575245433074,716.5709267944492,1123.2319215109887,4,3426.32,2105,856.58,2010-04-29 15:34:00,2011-01-28 15:45:00,Core,At Risk,High Value,10,Prioritize retention campaigns and investigate the reason for declining engagement.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12378,1.0,433.0,562.0,4008.62,0.935285237030078,0.22063713482656772,0.43891547956043486,0.8812114443858531,3326.8294748658395,2933.6111842737964,2,5416.32,3316,2708.16,2010-05-26 14:07:00,2011-08-02 10:34:00,High,Need Attention,High Value,10,Use personalized re-engagement before activity declines further.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12379,3.0,453.0,534.0,417.58,0.9594180088046097,0.5260299055910231,1.045680595646723,2.0968172435754333,419.1030454879405,879.3719972994004,4,1620.22,815,405.055,2010-06-23 12:49:00,2011-09-19 10:09:00,Core,Loyal Customers,High Value,10,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12380,7.0,641.0,662.0,951.2857142857143,0.9843200340493298,0.9327547524276691,1.8554565492699897,3.724780344027212,934.5568417178714,3483.3587079547747,11,9676.3,3355,879.6636363636363,2010-02-15 12:05:00,2011-11-18 11:27:00,High,Champions,High Value,14,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12381,4.0,115.0,119.0,144.14249999999998,0.9782259772787149,2.2448563287255654,4.417100162359271,8.727192455724168,160.54286319683408,1402.0056272160432,5,1845.31,808,369.062,2011-08-12 09:57:00,2011-12-05 12:44:00,Core,Champions,High Value,13,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12383,4.0,168.0,352.0,312.46,0.7611355156355138,0.7652589926967474,1.5175431593939621,3.0311749799458,319.4811431520217,969.0485066118927,5,1850.56,1532,370.11199999999997,2010-12-22 14:28:00,2011-06-08 08:02:00,Core,Loyal Customers,High Value,11,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12384,1.0,93.0,121.0,292.58000000000004,0.9413369493609045,0.7560470676154356,1.4899554273508502,2.9501047469013644,320.4385740592404,945.9483238290111,2,585.27,126,292.635,2011-08-10 11:23:00,2011-11-11 08:39:00,Core,Potential Loyalists,Low Value,8,Encourage the next purchase with personalized recommendations and targeted incentives.,0,At-Risk Return-Heavy Customers,Investigate return causes and service issues before applying targeted retention incentives.
12385,0.0,0.0,379.0,0.0,1.0,0.1300325477946543,0.2583742804296307,0.5177760209967027,438.4599506189272,227.17619338917484,1,1938.4,612,1938.4,2010-11-25 15:14:00,2010-11-25 15:14:00,Developing,About to Sleep,High Value,7,Trigger low-cost reactivation campaigns.,0,At-Risk Return-Heavy Customers,Investigate return causes and service issues before applying targeted retention incentives.
12386,1.0,29.0,366.0,143.0,0.6167829974182094,0.21203865936252972,0.42092362327172245,0.842190784067819,199.42374350234343,168.06508015351608,3,660.8,568,220.26666666666665,2010-12-08 09:53:00,2011-01-06 12:37:00,Developing,At Risk,Medium Value,8,Prioritize retention campaigns and investigate the reason for declining engagement.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12387,0.0,0.0,415.0,0.0,1.0,0.12022316390565022,0.2389862819776952,0.47925852730957796,438.4599506189272,210.276668673439,1,143.94,134,143.94,2010-10-20 16:27:00,2010-10-20 16:27:00,Developing,Hibernating,Low Value,3,Use inexpensive win-back campaigns and avoid high acquisition-style spending.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12388,7.0,567.0,582.0,491.3557142857143,0.9849981833713383,1.0491263810550158,2.085700189759201,4.182792268661757,489.6302032984477,2049.395555932762,8,3901.11,2001,487.63875,2010-05-06 12:54:00,2011-11-24 12:30:00,High,Champions,High Value,14,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12389,2.0,253.0,655.0,634.24,0.7760728972652466,0.256584362636343,0.5106134415711248,1.025782302607718,613.5726048666938,629.8155166541792,3,1433.33,614,477.77666666666664,2010-02-22 10:15:00,2010-11-02 11:52:00,Core,At Risk,High Value,9,Prioritize retention campaigns and investigate the reason for declining engagement.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12390,0.0,0.0,79.0,0.0,1.0,0.4068072083624166,0.8006034160676584,1.5827178554426067,438.4599506189272,694.4132118381261,1,549.84,353,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,Core,About to Sleep,Low Value,6,Trigger low-cost reactivation campaigns.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12391,4.0,641.0,662.0,503.1125,0.9775392473960057,0.5625942972813325,1.1193320675298422,2.2477504711113623,499.50984141070785,1123.5285860299025,6,2724.84,1204,454.14000000000004,2010-02-15 10:12:00,2011-11-18 12:07:00,Core,Champions,High Value,12,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12392,0.0,0.0,591.0,0.0,1.0,0.0878328825290866,0.1748591222469084,0.3515332867424773,438.4599506189272,154.23714508702005,1,234.75,73,234.75,2010-04-27 14:04:00,2010-04-27 14:04:00,Developing,Hibernating,Low Value,3,Use inexpensive win-back campaigns and avoid high acquisition-style spending.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12393,5.0,356.0,428.0,419.13,0.9602432833377813,0.9918151698082939,1.9688509663690954,3.9389896437137994,420.0014157966323,1655.4866100920808,6,2399.45,1311,399.9083333333333,2010-10-07 13:49:00,2011-09-28 15:41:00,Core,Loyal Customers,High Value,11,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12394,1.0,154.0,217.0,891.4000000000001,0.9326459627726199,0.4915718176927556,0.9727220772180214,1.9368670064750138,804.9024116985037,1560.0223483309398,2,1272.48,819,636.24,2011-05-06 14:01:00,2011-10-07 08:08:00,Core,Need Attention,High Value,9,Use personalized re-engagement before activity declines further.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12395,13.0,583.0,602.0,303.2176923076923,0.9891893747308557,1.8243686368804666,3.6269091679102234,7.273599004710547,305.62955359066075,2224.5183472616704,16,5067.27,3733,316.704375,2010-04-16 10:16:00,2011-11-20 15:21:00,High,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12396,0.0,0.0,674.0,0.0,1.0,0.07793195776726058,0.1552219322958119,0.31231154348414863,438.4599506189272,137.02852781895757,1,931.43,591,931.43,2010-02-03 13:22:00,2010-02-03 13:22:00,Developing,Hibernating,Medium Value,5,Use inexpensive win-back campaigns and avoid high acquisition-style spending.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12397,1.0,100.0,135.0,1195.09,0.9385778725559466,0.7003089063304416,1.381195684940458,2.737604329915262,1050.596982442079,2878.0112263683436,2,2409.8999999999996,1263,1204.9499999999998,2011-07-27 14:21:00,2011-11-04 09:52:00,High,Potential Loyalists,High Value,10,Encourage the next purchase with personalized recommendations and targeted incentives.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12398,0.0,0.0,45.0,0.0,1.0,0.5365244814582636,1.052390945107911,2.072084415552192,438.4599506189272,909.1177925903581,1,1635.66,1394,1635.66,2011-10-25 10:27:00,2011-10-25 10:27:00,Core,Promising,High Value,9,Use low-cost nurturing campaigns and product recommendations.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12399,6.0,525.0,644.0,292.72,0.9527863546669938,0.8046738294388317,1.6005532070416049,3.2126588148103656,298.2365486981002,958.7761369837277,7,1962.3000000000002,2198,280.3285714285715,2010-03-05 08:45:00,2011-08-12 13:15:00,Core,Loyal Customers,High Value,11,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12400,0.0,0.0,414.0,0.0,1.0,0.12047561479852219,0.2394854302559356,0.4802507119337259,438.4599506189272,210.71198927855738,1,205.25,91,205.25,2010-10-21 13:45:00,2010-10-21 13:45:00,Developing,Hibernating,Low Value,3,Use inexpensive win-back campaigns and avoid high acquisition-style spending.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12401,0.0,0.0,303.0,0.0,1.0,0.15709487600587174,0.31178821185006905,0.6236799581022731,438.4599506189272,273.6413746947437,1,84.3,11,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,Developing,About to Sleep,Low Value,4,Trigger low-cost reactivation campaigns.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12402,5.0,347.0,670.0,213.04000000000002,0.6872489728362623,0.4755229182649369,0.9460705935656261,1.8997294794760184,223.202183531553,424.30891336877283,6,1256.8999999999999,584,209.48333333333332,2010-02-07 12:41:00,2011-01-20 13:49:00,Developing,Cannot Lose Them,High Value,10,High-priority retention intervention; consider direct outreach and strong personalized incentives.,2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12403,1.0,472.0,521.0,427.70000000000005,0.9482191701441584,0.23940181312655512,0.4760844082948112,0.9552975443261192,429.7548189104766,410.81946179869357,2,1019.3600000000001,260,509.68000000000006,2010-07-06 11:39:00,2011-10-21 10:51:00,Developing,Potential Loyalists,Medium Value,9,Encourage the next purchase with personalized recommendations and targeted incentives.,0,At-Risk Return-Heavy Customers,Investigate return causes and service issues before applying targeted retention incentives.
12404,0.0,0.0,682.0,0.0,1.0,0.07709434039672523,0.15355984013072868,0.3089892760294276,438.4599506189272,135.57087512619924,1,63.24,1,63.24,2010-01-26 16:25:00,2010-01-26 16:25:00,Developing,Hibernating,Low Value,3,Use inexpensive win-back campaigns and avoid high acquisition-style spending.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12405,0.0,0.0,148.0,0.0,1.0,0.2730269408986935,0.5395327253657589,1.0724007778481,438.4599506189272,470.5156236995782,1,1710.39,857,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,Developing,About to Sleep,High Value,8,Trigger low-cost reactivation campaigns.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12406,4.0,675.0,697.0,1377.29,0.9775419034524626,0.5366905358447471,1.0680272280184,2.1455245754461254,1324.9752162263153,2844.680024113147,5,6390.360000000001,3416,1278.0720000000001,2010-01-11 14:04:00,2011-11-17 19:22:00,High,Champions,High Value,13,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12407,4.0,215.0,264.0,370.455,0.9588215682963552,1.2235513846458528,2.421833211191618,4.82385675475742,374.2444657180122,1806.4989278145626,5,1708.12,1416,341.62399999999997,2011-03-20 13:21:00,2011-10-21 10:11:00,High,Champions,High Value,12,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",2,Established Moderate-Value Customers,"Increase purchase frequency through cross-selling, personalized recommendations, and loyalty incentives."
12408,6.0,466.0,498.0,691.1116666666667,0.9790151569630553,1.0419417648754172,2.0699038935918472,4.146132619303825,681.5482937595337,2827.681602880255,8,4340.7699999999995,2229,542.5962499999999,2010-07-29 13:27:00,2011-11-07 12:27:00,High,Champions,High Value,13,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12409,6.0,487.0,565.0,2769.468333333333,0.9660815610522,0.9185092090639393,1.825860682586931,3.66114050005544,2681.235002634964,9822.962649311437,7,23419.29,13143,3345.612857142857,2010-05-23 15:21:00,2011-09-22 10:38:00,Strategic,Loyal Customers,High Value,12,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12410,1.0,194.0,502.0,693.3299999999999,0.85177714558618,0.22228907963334207,0.4419780550464341,0.886609452745872,644.657676517299,571.9432818287736,3,1013.7099999999999,341,337.9033333333333,2010-07-25 13:26:00,2011-02-04 10:39:00,Developing,At Risk,Medium Value,8,Prioritize retention campaigns and investigate the reason for declining engagement.,0,At-Risk Return-Heavy Customers,Investigate return causes and service issues before applying targeted retention incentives.
12411,0.0,0.0,409.0,0.0,1.0,0.12175394580268555,0.24201280666478953,0.4852740711036695,438.4599506189272,212.91598587988568,1,346.9,138,346.9,2010-10-26 09:25:00,2010-10-26 09:25:00,Developing,About to Sleep,Low Value,5,Trigger low-cost reactivation campaigns.,3,Dormant One-Time Customers,Use low-cost automated win-back campaigns and avoid expensive retention offers unless future value justifies them.
12412,5.0,465.0,539.0,385.21,0.9658252436688735,0.8136646975220363,1.6171805953952756,3.2418339258010453,387.61056733997987,1257.4115684605133,6,2596.93,1997,432.82166666666666,2010-06-18 13:22:00,2011-09-26 10:16:00,Core,Loyal Customers,High Value,11,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
