customer_id,first_purchase,last_purchase,frequency,monetary,total_units,unique_products,recency,tenure_days,average_order_value,r_score,f_score,m_score,rfm_total_score,rfm_code,segment,value_tier,recommended_action
12368,2010-03-21 15:56:00,2010-03-21 15:56:00,1,917.6999999999999,330,18,628,0,917.6999999999999,1,1,3,5,113,Hibernating,Medium Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12369,2010-03-08 08:09:00,2010-10-22 13:13:00,3,1791.15,1241,90,413,228,597.0500000000001,1,3,4,8,134,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12370,2010-02-09 09:41:00,2011-10-19 14:51:00,7,4316.56,2604,168,51,617,616.6514285714286,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12371,2010-03-04 18:23:00,2011-10-26 10:16:00,5,4067.38,1436,134,45,600,813.476,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12372,2011-02-16 12:46:00,2011-09-29 12:12:00,3,1298.04,794,34,72,224,432.68,3,3,4,10,334,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12373,2010-02-04 12:08:00,2011-02-01 13:10:00,3,1127.65,516,36,311,362,375.8833333333334,2,3,3,8,233,At Risk,Medium Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12374,2010-04-30 14:01:00,2011-11-14 15:37:00,4,2989.2200000000003,1362,79,25,563,747.3050000000001,4,3,5,12,435,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12375,2011-09-02 14:23:00,2011-11-29 10:36:00,2,457.5,178,14,11,87,228.75,5,2,2,9,522,Potential Loyalists,Low Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12376,2010-10-18 08:42:00,2010-11-15 12:15:00,2,503.15,240,11,390,28,251.575,2,2,2,6,222,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,4,3426.32,2105,129,315,274,856.58,2,3,5,10,235,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12378,2010-05-26 14:07:00,2011-08-02 10:34:00,2,5416.32,3316,281,130,432,2708.16,3,2,5,10,325,Need Attention,High Value,Use personalized re-engagement before activity declines further.
12379,2010-06-23 12:49:00,2011-09-19 10:09:00,4,1620.22,815,58,82,452,405.055,3,3,4,10,334,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12380,2010-02-15 12:05:00,2011-11-18 11:27:00,11,9676.300000000001,3355,156,22,640,879.6636363636364,4,5,5,14,455,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12381,2011-08-12 09:57:00,2011-12-05 12:44:00,5,1845.31,808,70,5,115,369.062,5,4,4,13,544,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12383,2010-12-22 14:28:00,2011-06-08 08:02:00,5,1850.56,1532,84,185,167,370.11199999999997,3,4,4,11,344,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12384,2011-08-10 11:23:00,2011-11-11 08:39:00,2,585.27,126,26,29,92,292.635,4,2,2,8,422,Potential Loyalists,Low Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12385,2010-11-25 15:14:00,2010-11-25 15:14:00,1,1938.4,612,65,379,0,1938.4,2,1,4,7,214,About to Sleep,High Value,Trigger low-cost reactivation campaigns.
12386,2010-12-08 09:53:00,2011-01-06 12:37:00,3,660.8,568,10,338,29,220.26666666666665,2,3,3,8,233,At Risk,Medium Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12387,2010-10-20 16:27:00,2010-10-20 16:27:00,1,143.94,134,9,415,0,143.94,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12388,2010-05-06 12:54:00,2011-11-24 12:30:00,8,3901.11,2001,83,16,566,487.63875,5,4,5,14,545,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12389,2010-02-22 10:15:00,2010-11-02 11:52:00,3,1433.33,614,41,403,253,477.77666666666664,2,3,4,9,234,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12390,2011-09-21 09:33:00,2011-09-21 09:33:00,1,549.84,353,32,80,0,549.84,3,1,2,6,312,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12391,2010-02-15 10:12:00,2011-11-18 12:07:00,6,2724.84,1204,241,22,641,454.14000000000004,4,4,4,12,444,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12392,2010-04-27 14:04:00,2010-04-27 14:04:00,1,234.75,73,7,591,0,234.75,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12393,2010-10-07 13:49:00,2011-09-28 15:41:00,6,2399.4500000000003,1311,63,72,356,399.90833333333336,3,4,4,11,344,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12394,2011-05-06 14:01:00,2011-10-07 08:08:00,2,1272.48,819,26,64,153,636.24,3,2,4,9,324,Need Attention,High Value,Use personalized re-engagement before activity declines further.
12395,2010-04-16 10:16:00,2011-11-20 15:21:00,16,5067.27,3733,145,19,583,316.704375,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12396,2010-02-03 13:22:00,2010-02-03 13:22:00,1,931.43,591,65,674,0,931.43,1,1,3,5,113,Hibernating,Medium Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12397,2011-07-27 14:21:00,2011-11-04 09:52:00,2,2409.9,1263,110,36,99,1204.95,4,2,4,10,424,Potential Loyalists,High Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12398,2011-10-25 10:27:00,2011-10-25 10:27:00,1,1635.66,1394,85,46,0,1635.66,4,1,4,9,414,Promising,High Value,Use low-cost nurturing campaigns and product recommendations.
12399,2010-03-05 08:45:00,2011-08-12 13:15:00,7,1962.3,2198,67,119,525,280.3285714285714,3,4,4,11,344,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12400,2010-10-21 13:45:00,2010-10-21 13:45:00,1,205.25,91,11,414,0,205.25,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12401,2011-02-09 13:50:00,2011-02-09 13:50:00,1,84.3,11,5,303,0,84.3,2,1,1,4,211,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12402,2010-02-07 12:41:00,2011-01-20 13:49:00,6,1256.9,584,43,323,347,209.48333333333335,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12403,2010-07-06 11:39:00,2011-10-21 10:51:00,2,1019.36,260,5,50,471,509.68,4,2,3,9,423,Potential Loyalists,Medium Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12404,2010-01-26 16:25:00,2010-01-26 16:25:00,1,63.24,1,1,682,0,63.24,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12405,2011-07-14 08:52:00,2011-07-14 08:52:00,1,1710.39,857,54,149,0,1710.39,3,1,4,8,314,About to Sleep,High Value,Trigger low-cost reactivation campaigns.
12406,2010-01-11 14:04:00,2011-11-17 19:22:00,5,6390.36,3416,114,22,675,1278.072,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12407,2011-03-20 13:21:00,2011-10-21 10:11:00,5,1708.12,1416,57,50,214,341.62399999999997,4,4,4,12,444,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12408,2010-07-29 13:27:00,2011-11-07 12:27:00,8,4340.7699999999995,2229,104,33,465,542.5962499999999,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12409,2010-05-23 15:21:00,2011-09-22 10:38:00,7,23419.29,13143,177,79,486,3345.612857142857,3,4,5,12,345,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12410,2010-07-25 13:26:00,2011-02-04 10:39:00,3,1013.71,341,36,309,193,337.90333333333336,2,3,3,8,233,At Risk,Medium Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12411,2010-10-26 09:25:00,2010-10-26 09:25:00,1,346.9,138,22,410,0,346.9,2,1,2,5,212,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12412,2010-06-18 13:22:00,2011-09-26 10:16:00,6,2596.93,1997,82,75,464,432.82166666666666,3,4,4,11,344,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12413,2010-11-02 13:26:00,2011-10-04 09:00:00,4,999.45,319,41,67,335,249.8625,3,3,3,9,333,Loyal Customers,Medium Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12414,2010-09-02 12:22:00,2011-05-06 14:51:00,6,952.41,495,21,217,246,158.73499999999999,2,4,3,9,243,Cannot Lose Them,Medium Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12415,2010-06-30 08:30:00,2011-11-15 14:22:00,28,144458.37,91447,498,24,503,5159.2275,4,5,5,14,455,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12416,2010-02-21 10:19:00,2010-02-21 10:19:00,1,202.56,132,11,657,0,202.56,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12417,2009-12-06 10:30:00,2011-12-06 14:52:00,20,6797.41,2884,270,3,730,339.8705,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12418,2010-03-19 14:47:00,2011-08-19 11:08:00,4,2021.2,1088,90,113,517,505.3,3,3,4,10,334,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12419,2010-10-22 10:40:00,2010-11-19 10:04:00,2,503.01,231,23,386,27,251.505,2,2,2,6,222,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12420,2011-10-07 08:55:00,2011-10-07 08:55:00,1,600.39,345,29,64,0,600.39,3,1,2,6,312,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12421,2010-07-22 13:57:00,2011-11-24 09:07:00,6,1098.6,652,44,16,489,183.1,5,4,3,12,543,Champions,Medium Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12422,2009-12-18 12:44:00,2011-09-05 09:48:00,17,5231.8,2596,137,96,625,307.7529411764706,3,5,5,13,355,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12423,2010-08-31 09:31:00,2011-12-09 10:10:00,10,2622.39,1793,128,1,465,262.239,5,5,4,14,554,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12424,2010-06-09 15:15:00,2011-06-30 12:06:00,4,3340.03,2025,78,163,385,835.0075,3,3,5,11,335,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12425,2010-09-17 14:10:00,2011-09-22 17:31:00,2,1741.41,1147,87,78,370,870.705,3,2,4,9,324,Need Attention,High Value,Use personalized re-engagement before activity declines further.
12426,2010-02-15 08:41:00,2011-05-29 12:26:00,2,1345.21,584,73,195,468,672.605,2,2,4,8,224,About to Sleep,High Value,Trigger low-cost reactivation campaigns.
12427,2010-12-03 10:44:00,2011-11-18 08:56:00,4,1129.3,612,26,22,349,282.325,4,3,3,10,433,Loyal Customers,Medium Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12428,2011-03-01 09:33:00,2011-11-14 08:22:00,9,7956.46,3536,258,26,257,884.0511111111111,4,5,5,14,455,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12429,2010-06-11 13:28:00,2011-11-30 17:22:00,9,7485.91,3344,124,9,537,831.7677777777777,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12430,2011-10-27 15:09:00,2011-10-27 15:09:00,1,256.4,117,11,43,0,256.4,4,1,1,6,411,Promising,Low Value,Use low-cost nurturing campaigns and product recommendations.
12431,2010-01-15 09:04:00,2011-11-04 11:55:00,28,10790.47,4707,244,36,658,385.37392857142856,4,5,5,14,455,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12432,2011-06-20 13:27:00,2011-10-28 11:43:00,5,5059.32,1801,107,43,129,1011.8639999999999,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12433,2010-08-20 09:23:00,2011-12-09 10:02:00,12,20581.26,17116,285,1,476,1715.1049999999998,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12434,2010-11-23 13:38:00,2011-09-16 12:38:00,3,1103.43,532,62,85,296,367.81,3,3,3,9,333,Loyal Customers,Medium Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12435,2009-12-02 13:58:00,2011-09-21 09:06:00,6,13925.93,4958,88,80,657,2320.9883333333332,3,4,5,12,345,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12436,2011-09-01 12:09:00,2011-09-01 12:09:00,1,509.01000000000005,211,16,100,0,509.01000000000005,3,1,2,6,312,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12437,2009-12-02 16:24:00,2011-12-08 11:35:00,39,12683.4,8000,273,2,735,325.2153846153846,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12438,2011-07-22 13:29:00,2011-11-25 13:28:00,2,2906.85,1180,84,14,125,1453.425,5,2,4,11,524,Potential Loyalists,High Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12439,2009-12-14 08:40:00,2010-01-26 12:11:00,2,1142.88,478,69,683,43,571.44,1,2,3,6,123,Hibernating,Medium Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12440,2009-12-22 12:03:00,2010-09-03 13:11:00,2,859.2,331,21,462,255,429.6,1,2,3,6,123,Hibernating,Medium Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12441,2010-12-08 10:45:00,2010-12-08 10:45:00,2,347.1,242,11,367,0,173.55,2,2,2,6,222,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12442,2011-12-06 14:22:00,2011-12-06 14:22:00,1,172.06,182,12,3,0,172.06,5,1,1,7,511,New Customers,Low Value,Focus on onboarding and driving the second purchase.
12443,2009-12-07 15:42:00,2009-12-07 15:42:00,1,485.31,182,21,732,0,485.31,1,1,2,4,112,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12444,2011-06-21 14:00:00,2011-11-18 13:23:00,5,5005.46,1153,138,21,149,1001.092,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12445,2010-10-15 12:28:00,2011-11-17 18:43:00,2,434.98,206,24,22,398,217.49,4,2,2,8,422,Potential Loyalists,Low Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12446,2011-10-13 12:50:00,2011-10-13 12:50:00,1,1002.3100000000001,351,57,58,0,1002.3100000000001,4,1,3,8,413,Promising,Medium Value,Use low-cost nurturing campaigns and product recommendations.
12447,2011-04-10 13:25:00,2011-04-10 13:25:00,1,476.49,190,26,243,0,476.49,2,1,2,5,212,About to Sleep,Low Value,Trigger low-cost reactivation campaigns.
12448,2011-10-26 13:46:00,2011-10-26 13:46:00,1,449.45,243,22,44,0,449.45,4,1,2,7,412,Promising,Low Value,Use low-cost nurturing campaigns and product recommendations.
12449,2010-09-27 09:37:00,2011-11-17 13:46:00,6,4835.89,2282,125,22,416,805.9816666666667,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12450,2010-08-22 13:11:00,2011-07-06 14:41:00,5,688.2,442,31,156,318,137.64000000000001,3,4,3,10,343,Loyal Customers,Medium Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12451,2010-06-28 12:58:00,2011-11-29 08:40:00,8,12669.88,9359,352,11,518,1583.735,5,4,5,14,545,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12452,2011-11-23 08:05:00,2011-11-23 10:28:00,2,430.57,185,21,17,0,215.285,5,2,2,9,522,Potential Loyalists,Low Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12453,2011-07-28 14:08:00,2011-07-28 14:08:00,1,707.09,473,43,134,0,707.09,3,1,3,7,313,About to Sleep,Medium Value,Trigger low-cost reactivation campaigns.
12454,2010-10-14 17:33:00,2011-10-14 17:13:00,5,16679.78,7703,24,56,364,3335.9559999999997,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12455,2009-12-18 12:33:00,2011-09-27 15:31:00,10,5879.95,3302,199,73,648,587.995,3,5,5,13,355,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12456,2011-03-30 09:12:00,2011-10-26 14:41:00,3,3181.04,1633,105,44,210,1060.3466666666666,4,3,5,12,435,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12457,2010-09-30 17:59:00,2011-10-04 13:13:00,8,2995.91,1094,63,66,368,374.48875,3,4,5,12,345,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12458,2010-08-09 10:33:00,2011-09-29 15:25:00,4,1777.49,986,71,71,416,444.3725,3,3,4,10,334,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12459,2010-04-13 14:53:00,2010-04-13 14:53:00,1,454.36,258,23,605,0,454.36,1,1,2,4,112,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12460,2010-09-09 13:51:00,2010-09-09 13:51:00,1,326.65,170,18,456,0,326.65,1,1,2,4,112,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12461,2011-07-08 10:23:00,2011-09-06 16:57:00,2,826.88,287,35,94,60,413.44,3,2,3,8,323,Need Attention,Medium Value,Use personalized re-engagement before activity declines further.
12462,2011-02-09 14:44:00,2011-11-21 09:11:00,2,1189.59,536,51,19,284,594.795,5,2,3,10,523,Potential Loyalists,Medium Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12463,2011-04-12 12:47:00,2011-10-17 13:44:00,4,1344.78,776,65,53,188,336.195,4,3,4,11,434,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12464,2011-02-03 13:30:00,2011-11-29 13:33:00,8,1212.05,112,6,10,299,151.50625,5,4,3,12,543,Champions,Medium Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12465,2011-06-23 13:37:00,2011-11-22 16:34:00,2,742.1899999999999,479,46,17,152,371.09499999999997,5,2,3,10,523,Potential Loyalists,Medium Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12466,2010-01-26 16:26:00,2010-01-26 16:26:00,1,56.73,1,1,682,0,56.73,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12467,2010-10-12 15:41:00,2010-10-12 15:41:00,1,132.8,129,9,423,0,132.8,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12468,2010-01-26 10:09:00,2011-06-05 11:36:00,5,3670.74,2201,127,188,495,734.1479999999999,3,4,5,12,345,Loyal Customers,High Value,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards."
12469,2010-06-21 10:30:00,2010-07-05 12:40:00,2,3070.54,2552,76,523,14,1535.27,1,2,5,8,125,Hibernating,High Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12470,2010-01-19 11:01:00,2010-01-19 11:01:00,1,211.95,95,23,690,0,211.95,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12471,2009-12-07 10:41:00,2011-12-07 15:43:00,79,39918.19,16858,255,2,730,505.2935443037975,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12472,2009-12-14 10:49:00,2011-11-07 14:01:00,20,17880.59,11350,397,32,693,894.0295,4,5,5,14,455,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12473,2011-06-01 10:15:00,2011-11-10 13:46:00,5,3928.0499999999997,2414,140,29,162,785.6099999999999,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12474,2010-02-11 09:41:00,2011-11-22 14:39:00,31,12372.75,7940,369,17,649,399.1209677419355,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12475,2010-10-26 08:49:00,2011-10-17 10:10:00,2,1149.64,771,54,54,356,574.82,4,2,3,9,423,Potential Loyalists,Medium Value,Encourage the next purchase with personalized recommendations and targeted incentives.
12476,2010-07-26 09:04:00,2011-11-24 12:40:00,23,14083.91,5631,358,16,486,612.3439130434782,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12477,2010-03-26 14:01:00,2011-11-17 09:51:00,9,20276.37,6119,295,23,600,2252.93,4,5,5,14,455,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12478,2011-12-06 09:56:00,2011-12-06 09:56:00,1,680.99,236,36,4,0,680.99,5,1,3,9,513,New Customers,Medium Value,Focus on onboarding and driving the second purchase.
12479,2011-11-28 13:26:00,2011-11-28 13:26:00,1,527.2,385,31,11,0,527.2,5,1,2,8,512,New Customers,Low Value,Focus on onboarding and driving the second purchase.
12480,2010-07-20 13:21:00,2011-11-11 14:52:00,7,5464.85,2952,177,28,479,780.6928571428572,4,4,5,13,445,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12481,2010-04-11 13:10:00,2011-11-17 08:29:00,16,12344.89,7243,248,23,584,771.555625,4,5,5,14,455,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12482,2010-02-24 10:24:00,2010-05-12 16:51:00,29,23691.4,27042,42,576,77,816.944827586207,1,5,5,11,155,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12483,2010-01-31 13:28:00,2011-11-22 17:02:00,19,5097.18,2160,68,17,660,268.27263157894737,5,5,5,15,555,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12484,2010-01-27 16:41:00,2011-11-07 11:37:00,12,6354.1,3266,329,33,648,529.5083333333333,4,5,5,14,455,Champions,High Value,"Reward with VIP benefits, early access, referral incentives, and premium experiences."
12485,2010-06-28 15:22:00,2010-06-28 15:22:00,1,708.1,414,34,529,0,708.1,1,1,3,5,113,Hibernating,Medium Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12486,2010-10-04 12:14:00,2010-10-04 12:14:00,1,1037.28,523,49,432,0,1037.28,1,1,3,5,113,Hibernating,Medium Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
12487,2009-12-09 11:36:00,2009-12-09 11:36:00,1,285.29999999999995,174,2,731,0,285.29999999999995,1,1,1,3,111,Hibernating,Low Value,Use inexpensive win-back campaigns and avoid high acquisition-style spending.
