customer_id,frequency,recency,T,monetary_value,probability_alive,expected_purchases_90d,expected_purchases_180d,expected_purchases_365d,expected_transaction_value,expected_revenue_clv_12m,historical_orders,historical_revenue,historical_units,historical_aov,first_purchase,last_purchase,clv_value_tier,rfm_segment,rfm_value_tier,rfm_total_score,rfm_action,ml_cluster,cluster_name,cluster_action
15769,39.0,721.0,728.0,2223.700512820513,0.9963165887792191,4.489669751214178,8.932153184044955,17.935073927496965,2212.9603785977156,39716.295689758044,47,88704.32,49104,1887.3259574468086,2009-12-11 09:58:00,2011-12-02 13:52:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
14088,13.0,411.0,421.0,3949.3584615384616,0.9903105955914884,2.5090675794966595,4.9785290281192704,9.953187453978366,3886.7463734777075,38711.3310602466,16,64036.8,15276,4002.3,2010-10-14 19:46:00,2011-11-29 16:16:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
13798,98.0,730.0,731.0,768.9068367346938,0.9988099037150583,11.157542638601045,22.19719315369972,44.56809703417645,768.1128212103227,34256.343601318615,111,75836.87,48347,683.215045045045,2009-12-08 16:21:00,2011-12-08 15:51:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
15838,28.0,713.0,724.0,2631.0,0.9946727384090357,3.2549289443642313,6.475678727419425,13.002768697725068,2612.6708701160624,33994.79843698123,35,74163.0,64664,2118.942857142857,2009-12-15 09:51:00,2011-11-28 14:00:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
17841,192.0,736.0,737.0,362.2716145833333,0.9993125863533082,21.637669970071375,43.04759182385688,86.4350668078738,362.3651663232462,31342.11744538588,215,70081.86,37166,325.9621395348837,2009-12-02 15:41:00,2011-12-08 12:07:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
16422,91.0,679.0,696.0,693.8787912087912,0.9909674015300766,10.758278552940306,21.398234597892845,42.94809311747612,693.2179689286146,29792.394279772227,110,63589.07,66273,578.0824545454545,2010-01-12 11:57:00,2011-11-22 14:00:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12536,1.0,16.0,59.0,8322.12,0.9098147273971423,1.1050962644412436,2.167094255291551,4.264530474053834,6816.583931391945,29088.44429335548,3,12601.830000000002,2803,4200.610000000001,2011-10-11 14:52:00,2011-10-27 14:20:00,Strategic,Loyal Customers,High Value,12,"Strengthen loyalty through personalized offers, cross-selling, and loyalty rewards.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
13098,25.0,316.0,317.0,1129.3455999999999,0.9957561282984929,6.038941993543471,11.959129296631907,23.837396163750814,1122.8833604275312,26784.387101110995,28,28882.44,15968,1031.5157142857142,2011-01-26 13:46:00,2011-12-08 14:14:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
13081,24.0,720.0,731.0,2371.64875,0.9941878758565496,2.7743190057334814,5.519827861338551,11.084584015139063,2352.8204679957726,26097.576019958677,30,59205.15,41423,1973.505,2009-12-08 13:58:00,2011-11-28 10:54:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
14680,50.0,710.0,735.0,1136.9898,0.9898137100211979,5.648119977873682,11.237163014324178,22.56432795006827,1133.707579756442,25598.55211283637,59,57369.38,27358,972.3623728813559,2009-12-04 12:36:00,2011-11-14 16:59:00,Strategic,Champions,High Value,14,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
17389,52.0,735.0,735.0,1082.8325,0.9980430764466799,5.919997781091589,11.77804806398958,23.65033800400579,1079.9206772438686,25557.66392119088,61,57215.33,17880,937.9562295081968,2009-12-04 12:06:00,2011-12-09 09:38:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
16013,48.0,728.0,731.0,1164.5716666666665,0.9974554710779191,5.494462468724548,10.931221118496438,21.949192730296332,1161.018382476968,25500.5517518352,86,57140.44,25880,664.4237209302325,2009-12-08 10:24:00,2011-12-06 10:36:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
16333,12.0,302.0,309.0,2136.44,0.99003266895411,3.0240568836657413,5.988753590485433,11.937375522784897,2103.6840907283354,25129.141201661714,22,26626.8,32184,1210.3090909090909,2011-02-03 10:50:00,2011-12-02 12:19:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12748,201.0,735.0,735.0,275.1529353233831,0.9994843251832001,22.709184918485043,45.178770347391435,90.71229034976906,275.3444919902642,24993.923323744984,353,55511.09,38396,157.25521246458922,2009-12-04 17:31:00,2011-12-09 12:20:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
13408,75.0,734.0,735.0,682.97096,0.9984963943521187,8.510428470064577,16.931503080039324,33.99745431890145,682.2038270133093,23208.789032277844,108,51733.462,29499,479.01353703703705,2009-12-04 09:31:00,2011-12-08 09:05:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
13777,45.0,737.0,737.0,1118.408888888889,0.9977472885848779,5.118439933624591,10.183530400333364,20.449266062464694,1114.8608378193665,22813.417600185163,70,56478.42,26742,806.8345714285714,2009-12-02 09:47:00,2011-12-09 12:25:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
17404,22.0,697.0,701.0,2170.685,0.994959854172554,2.651234334415307,5.2740199517161805,10.587834703876098,2152.2965576858824,22803.478055629497,23,47781.119999999995,50679,2077.4399999999996,2010-01-07 11:31:00,2011-12-05 16:26:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
13881,31.0,642.0,645.0,1361.0838709677419,0.9963060229483411,4.003396532089541,7.960484768500317,15.969688820782647,1354.1117188793942,21639.260296288798,43,45179.1,29760,1050.6767441860466,2010-03-04 14:41:00,2011-12-06 12:50:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
15749,1.0,97.0,332.0,21535.9,0.8246938279927583,0.30794698863816683,0.6109797309525957,1.22141048462455,17506.93924437572,21397.428335890625,3,44534.3,18028,14844.766666666668,2011-01-11 12:55:00,2011-04-18 13:20:00,Strategic,At Risk,High Value,10,Prioritize retention campaigns and investigate the reason for declining engagement.,0,At-Risk Return-Heavy Customers,Investigate return causes and service issues before applying targeted retention incentives.
12346,7.0,400.0,725.0,11066.637142857144,0.5689752189187348,0.49607646313433157,0.9871936908015013,1.9830927391923325,10719.935720124153,21272.932685546424,12,77556.46,74285,6463.038333333334,2009-12-14 08:34:00,2011-01-18 10:01:00,Strategic,Cannot Lose Them,High Value,12,High-priority retention intervention; consider direct outreach and strong personalized incentives.,1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
17381,27.0,540.0,548.0,1180.0455555555554,0.994692172772765,4.045574581505528,8.037966282053173,16.10393873212489,1173.618450097579,18912.5385283726,41,40002.37,45767,975.6675609756098,2010-06-09 12:55:00,2011-12-01 11:59:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12901,22.0,262.0,270.0,786.5790909090908,0.9922151255550218,6.063141216851978,11.99389460790204,23.868244288431352,782.8836307078005,18698.43118669276,28,17654.54,23075,630.5192857142857,2011-03-14 10:41:00,2011-12-01 10:07:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
16705,25.0,730.0,730.0,1610.62924,0.9960349675680846,2.8959174286687954,5.761701487658819,11.570092143596701,1599.6652855825696,18520.721909980464,42,43515.051,22302,1036.072642857143,2009-12-09 13:34:00,2011-12-09 12:08:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
15039,82.0,720.0,729.0,481.98829268292684,0.9967715725633155,9.352210098345216,18.605492937829634,37.35621156513148,481.86335078235015,18012.691795400133,94,39726.89,18036,422.6264893617021,2009-12-10 11:39:00,2011-11-30 11:31:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12471,47.0,730.0,732.0,824.3014893617021,0.997564500478806,5.375326020575621,10.694277454588969,21.473692276291597,822.3733712075796,17671.267469408685,79,39918.19,16858,505.2935443037975,2009-12-07 10:41:00,2011-12-07 15:43:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
14031,38.0,729.0,736.0,1010.8800000000001,0.9962694419809616,4.332415439492587,8.61972555544527,17.309210258310262,1007.3462155182657,17448.093614153826,46,40919.58,14468,889.5560869565218,2009-12-03 15:35:00,2011-12-02 17:13:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
17675,61.0,728.0,729.0,621.8180327868853,0.9981896945551886,6.985640297682647,13.897564523060918,27.904215808084395,621.1112416112065,17343.275325539347,71,38259.6,16416,538.8676056338028,2009-12-10 16:10:00,2011-12-08 18:03:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
16210,30.0,736.0,737.0,1261.8406666666667,0.9965377790005714,3.432091599060048,6.828627427243915,13.713124856041777,1255.4126959542834,17227.209680413318,37,38489.51,14263,1040.257027027027,2009-12-02 12:54:00,2011-12-08 12:36:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
17677,34.0,722.0,723.0,1048.365,0.9969120983910225,3.9506821479106793,7.859690724722448,15.78113340892645,1044.159895194238,16489.105952318947,58,36675.06,21933,632.3286206896552,2009-12-16 11:23:00,2011-12-08 09:56:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12921,49.0,729.0,738.0,727.7559183673469,0.996362472655892,5.552358698310822,11.046851657485917,22.182899109068956,726.3689792037786,16123.805766705684,76,35921.04,21708,472.64526315789476,2009-12-01 13:43:00,2011-11-30 16:22:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12753,5.0,340.0,362.0,3567.7599999999998,0.9777635122328069,1.1667395802383371,2.3138140199314714,4.62199763326403,3426.6876532986776,15848.696601514277,6,21429.39,11421,3571.565,2010-12-12 11:44:00,2011-11-17 10:52:00,Strategic,Champions,High Value,13,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
13767,58.0,736.0,738.0,592.1160344827587,0.9979624664693161,6.569540768456122,13.070492295401865,26.246098595473942,591.4932237598787,15534.829333968448,76,35540.53,15235,467.63855263157893,2009-12-01 10:52:00,2011-12-07 15:00:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12678,17.0,659.0,701.0,1891.2282352941177,0.9846266863807158,2.0442855941363174,4.066781760758015,8.164752655082223,1871.332642121145,15289.239591487454,21,34281.18,22372,1632.4371428571428,2010-01-07 16:46:00,2011-10-28 13:04:00,Strategic,Champions,High Value,14,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
15159,22.0,430.0,431.0,941.2822727272727,0.9953139548426246,4.1006646690384985,8.136787845477407,16.26780904582106,935.9445602472208,15235.928499989066,34,22116.73,13512,650.4920588235294,2010-10-04 09:31:00,2011-12-08 12:05:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
15856,43.0,732.0,736.0,764.9920930232558,0.9970677688970387,4.896933227170062,9.742797516607506,19.5641461365914,763.2093934253464,14941.581473283657,53,33847.27,20225,638.6277358490565,2009-12-03 14:02:00,2011-12-05 17:09:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
17857,20.0,637.0,641.0,1410.712,0.9944937025388852,2.6216815331195025,5.213161656839349,10.458652435554903,1399.3709987429243,14645.361009463355,25,28682.239999999998,22060,1147.2895999999998,2010-03-08 12:09:00,2011-12-05 13:13:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
16779,50.0,734.0,736.0,640.3846,0.9976909071202652,5.685948582255562,11.312491711227969,22.7158187023014,639.4358056536179,14535.075726083214,54,33165.94,19544,614.1840740740741,2009-12-03 13:03:00,2011-12-07 14:54:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
14866,16.0,460.0,470.0,1302.51375,0.9917410026162874,2.7835855681792943,5.526463516285195,11.058874737121338,1289.951752694703,14274.949712659585,20,20850.22,9233,1042.511,2010-08-26 11:54:00,2011-11-29 11:45:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12433,8.0,476.0,476.0,2553.6075,0.9887962344379803,1.4251388732184704,2.8301763646060922,5.665802764893626,2492.986922738974,14134.220045143968,12,20581.26,17116,1715.1049999999998,2010-08-20 09:23:00,2011-12-09 10:02:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
14258,21.0,726.0,735.0,1466.2066666666667,0.9940242225888416,2.423943788754764,4.822906767225917,9.6857257645374,1454.782865632306,14100.105545068163,25,32051.34,17488,1282.0536,2009-12-04 08:36:00,2011-11-30 15:27:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
17428,32.0,738.0,738.0,953.9768750000001,0.99686816291241,3.6527600460030403,7.26767845626291,14.594819152809405,950.2020279720862,13877.353909111802,46,31819.760000000002,17504,691.7339130434783,2009-12-01 17:28:00,2011-12-09 09:45:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
14606,180.0,735.0,736.0,168.57361111111112,0.9992778536534666,20.314487777412033,40.41495746657733,81.14833771313168,168.92706881926804,13717.367968701808,195,30558.25,15474,156.70897435897436,2009-12-03 12:40:00,2011-12-08 19:28:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12681,42.0,712.0,726.0,710.8033333333334,0.9948271401053072,4.834439387169131,9.61790127185149,19.311428932719593,709.2812733360234,13706.444576215148,46,30868.28,17596,671.0495652173913,2009-12-13 13:31:00,2011-11-25 11:33:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12744,7.0,540.0,591.0,3437.73,0.9768282313245081,1.0261114605120232,2.0400960141717115,4.091837061563993,3339.890909206494,13675.460833740482,11,25317.059999999998,6994,2301.550909090909,2010-04-27 16:19:00,2011-10-19 11:18:00,Strategic,Champions,High Value,14,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
12709,28.0,715.0,730.0,1050.0635714285713,0.9938497689701848,3.2276436238839663,6.421626025263502,12.895026630315597,1044.9507060072665,13483.728813970969,35,30814.46,13911,880.4131428571428,2009-12-09 13:49:00,2011-11-24 15:38:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
13078,54.0,735.0,738.0,535.2244444444444,0.997683365466849,6.119710685009119,12.175574815171874,24.44922549069558,534.8033047191901,13084.31974206561,58,29532.45,12183,509.1801724137931,2009-12-01 09:06:00,2011-12-06 15:36:00,Strategic,Champions,High Value,15,"Reward with VIP benefits, early access, referral incentives, and premium experiences.",1,High-Value Loyal Customers,"Protect and reward through VIP benefits, personalized offers, early access, loyalty rewards, and proactive service."
