customer_id,first_purchase,last_purchase,frequency,monetary,total_units,unique_products,recency,tenure_days,average_order_value,r_score,f_score,m_score,rfm_total_score,rfm_code,segment,value_tier,recommended_action
14160,2010-01-10 12:06:00,2010-04-08 14:30:00,7,8421.47,4661,80,610,88,1203.0671428571427,1,4,5,10,145,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13206,2009-12-07 13:48:00,2010-11-04 16:50:00,13,8308.19,7086,393,400,332,639.0915384615384,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
18231,2010-01-10 12:13:00,2011-05-31 14:18:00,28,6854.17,2915,218,192,506,244.7917857142857,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15413,2009-12-01 10:18:00,2010-01-17 11:33:00,5,6798.72,2694,20,692,47,1359.7440000000001,1,4,5,10,145,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13734,2010-04-16 08:42:00,2010-07-19 12:04:00,4,6695.690000000001,302,24,509,94,1673.9225000000004,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
15332,2010-07-14 13:01:00,2010-12-08 14:43:00,10,6553.74,2958,113,366,147,655.374,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14154,2010-01-13 12:47:00,2011-04-14 16:26:00,8,6460.7,3222,236,239,456,807.5875,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13615,2010-01-28 15:43:00,2011-01-25 08:21:00,8,6272.53,2910,259,319,361,784.06625,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15369,2009-12-08 07:43:00,2010-08-04 13:54:00,11,6251.26,3288,44,492,239,568.2963636363637,1,5,5,11,155,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13935,2010-02-25 16:01:00,2010-04-22 11:21:00,3,6116.92,2252,67,597,55,2038.9733333333334,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
15202,2010-10-15 12:39:00,2010-10-15 13:05:00,3,6001.49,3,1,420,0,2000.4966666666667,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12835,2009-12-03 12:13:00,2010-10-08 10:59:00,41,5996.83,2349,138,428,308,146.2641463414634,1,5,5,11,155,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14105,2009-12-18 16:57:00,2011-04-14 17:58:00,5,5988.83,3534,200,239,482,1197.766,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16546,2010-09-23 15:43:00,2011-02-22 11:20:00,6,5606.47,4367,75,291,151,934.4116666666667,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14249,2010-01-29 14:21:00,2010-10-25 12:34:00,12,5400.461,2383,178,411,268,450.0384166666667,1,5,5,11,155,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14442,2010-01-18 12:59:00,2011-05-19 11:36:00,7,5367.0199999999995,1431,128,205,485,766.7171428571428,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14081,2009-12-10 18:27:00,2011-02-10 16:17:00,11,5291.09,3633,465,302,426,481.0081818181818,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12625,2010-04-22 11:33:00,2011-05-12 09:54:00,4,5164.88,3309,144,212,384,1291.22,2,3,5,10,235,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
17406,2009-12-06 13:45:00,2011-01-10 15:07:00,14,4889.05,2117,155,333,400,349.21785714285716,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13659,2010-02-17 09:05:00,2011-05-18 12:37:00,12,4884.68,2527,224,206,455,407.0566666666667,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13044,2010-01-08 14:46:00,2011-02-21 15:20:00,11,4848.05,2548,356,291,409,440.7318181818182,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17829,2010-02-22 15:39:00,2011-02-14 12:46:00,5,4756.74,3009,121,299,356,951.348,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13958,2009-12-05 13:12:00,2010-11-25 10:11:00,8,4709.2300000000005,2264,172,380,354,588.6537500000001,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16858,2009-12-15 11:09:00,2010-12-06 09:52:00,11,4668.28,1514,75,369,355,424.3890909090909,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16125,2009-12-14 15:38:00,2010-12-07 15:48:00,15,4581.7,1943,168,367,358,305.44666666666666,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17508,2009-12-07 11:46:00,2011-03-04 08:10:00,8,4579.23,2891,199,281,451,572.40375,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14685,2009-12-13 11:32:00,2010-05-12 13:08:00,8,4536.64,1969,109,576,150,567.08,1,4,5,10,145,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14625,2009-12-16 13:23:00,2011-05-27 15:32:00,11,4497.88,2155,167,196,527,408.89818181818185,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14648,2009-12-10 13:59:00,2010-10-19 13:12:00,15,4466.65,3265,286,416,312,297.77666666666664,1,5,5,11,155,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17138,2010-02-04 14:19:00,2011-03-09 11:54:00,7,4417.27,2024,234,276,397,631.0385714285715,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15633,2009-12-08 17:51:00,2010-07-18 13:54:00,13,4335.96,2048,77,509,221,333.5353846153846,1,5,5,11,155,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12967,2010-11-21 11:03:00,2010-12-16 19:10:00,4,4306.92,1272,47,358,25,1076.73,2,3,5,10,235,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
16072,2010-06-08 16:47:00,2011-02-24 14:32:00,4,4180.09,1580,414,288,260,1045.0225,2,3,5,10,235,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
14740,2010-02-25 11:40:00,2011-05-26 18:17:00,11,4161.06,2081,173,197,455,378.27818181818185,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17646,2009-12-16 09:37:00,2011-05-04 13:17:00,13,4149.79,1418,124,219,504,319.2146153846154,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14025,2010-05-05 09:56:00,2010-09-01 10:11:00,8,4057.9,1914,60,465,119,507.2375,1,4,5,10,145,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17307,2010-01-19 16:38:00,2010-11-09 13:40:00,11,3999.8900000000003,3667,22,395,293,363.6263636363637,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14817,2010-03-22 12:10:00,2011-05-23 13:35:00,7,3959.86,2462,142,200,427,565.6942857142857,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13542,2009-12-10 19:53:00,2010-11-28 11:24:00,17,3959.49,804,98,377,352,232.91117647058823,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14465,2010-01-07 15:03:00,2011-04-07 12:38:00,11,3925.85,2539,128,247,454,356.8954545454545,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15823,2009-12-08 15:12:00,2010-12-02 15:08:00,4,3897.17,1775,155,372,358,974.2925,2,3,5,10,235,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
13446,2010-02-14 11:52:00,2010-10-05 18:51:00,11,3881.89,2403,113,430,233,352.8990909090909,1,5,5,11,155,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14532,2010-01-10 11:47:00,2011-04-17 13:05:00,11,3845.78,1111,209,236,462,349.61636363636364,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13357,2010-03-22 14:30:00,2011-03-27 13:56:00,5,3805.5099999999998,2112,284,257,369,761.102,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16636,2010-03-03 14:06:00,2010-09-27 13:13:00,4,3802.04,2186,62,438,207,950.51,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
15079,2009-12-08 11:22:00,2011-05-11 12:45:00,12,3767.35,1504,119,213,519,313.9458333333333,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12623,2010-01-12 11:45:00,2011-03-08 13:50:00,7,3747.84,1971,112,276,420,535.4057142857143,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16772,2009-12-18 10:50:00,2010-10-12 13:19:00,3,3698.0499999999997,687,54,423,298,1232.6833333333332,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12857,2010-01-25 15:37:00,2011-05-13 10:20:00,6,3688.0,1420,71,211,472,614.6666666666666,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12872,2009-12-03 20:03:00,2011-01-17 10:52:00,13,3662.4900000000002,1845,217,327,409,281.73,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14770,2010-02-25 18:58:00,2011-04-21 14:21:00,8,3637.64,1598,152,232,419,454.705,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16718,2009-12-06 13:07:00,2010-12-05 13:03:00,6,3612.13,2331,123,369,363,602.0216666666666,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15222,2009-12-16 13:49:00,2011-01-25 08:03:00,11,3550.91,4458,98,319,404,322.81,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16336,2010-03-18 08:05:00,2010-10-15 12:32:00,4,3517.69,1473,64,421,211,879.4225,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
17597,2010-05-05 15:33:00,2011-05-10 11:54:00,5,3484.09,2215,109,214,369,696.818,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12377,2010-04-29 15:34:00,2011-01-28 15:45:00,4,3426.32,2105,129,315,274,856.58,2,3,5,10,235,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
17876,2010-02-02 13:00:00,2010-11-05 10:52:00,3,3424.02,1958,3,400,275,1141.34,2,3,5,10,235,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
13707,2010-06-21 11:57:00,2011-03-17 18:03:00,5,3365.86,2210,142,267,269,673.172,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15538,2010-02-14 12:38:00,2010-06-20 10:49:00,6,3358.3999999999996,1016,3,538,125,559.7333333333332,1,4,5,10,145,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13786,2009-12-03 15:32:00,2010-12-07 13:53:00,7,3358.39,1651,80,367,368,479.77,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16351,2009-12-04 16:12:00,2011-01-11 10:26:00,13,3330.0299999999997,2165,124,333,402,256.1561538461538,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13031,2010-06-03 14:57:00,2010-10-28 15:34:00,5,3292.84,2309,275,407,147,658.568,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14161,2009-12-13 11:46:00,2011-05-08 11:41:00,8,3280.08,1608,202,216,510,410.01,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16067,2010-02-02 18:01:00,2010-05-26 12:33:00,3,3269.11,1236,60,563,112,1089.7033333333334,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
13214,2010-03-03 14:10:00,2010-10-18 10:00:00,7,3264.23,2966,207,418,228,466.31857142857143,1,4,5,10,145,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15057,2009-12-05 15:27:00,2011-03-09 15:17:00,5,3255.96,1394,62,275,458,651.192,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14669,2009-12-02 13:06:00,2011-04-12 11:43:00,7,3216.78,2043,334,242,495,459.54,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12976,2010-02-12 15:46:00,2011-05-12 09:55:00,8,3156.38,2684,106,212,453,394.5475,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15614,2010-03-23 11:13:00,2010-09-28 10:46:00,4,3147.36,1632,73,438,188,786.84,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
17145,2010-02-19 12:07:00,2010-07-15 09:02:00,4,3120.91,2591,168,513,145,780.2275,1,3,5,9,135,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
13052,2010-02-23 12:31:00,2011-05-11 14:12:00,7,3119.33,1424,161,212,442,445.61857142857144,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15353,2009-12-02 11:33:00,2011-03-30 12:15:00,8,3106.12,1522,274,255,483,388.265,2,4,5,11,245,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13485,2009-12-03 13:46:00,2011-04-20 13:58:00,11,3019.2200000000003,1798,131,233,503,274.4745454545455,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13963,2010-04-21 16:20:00,2011-02-04 14:43:00,18,3011.87,2061,129,308,288,167.32611111111112,2,5,5,12,255,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12754,2011-02-04 10:31:00,2011-04-18 09:00:00,3,3010.74,6481,49,236,72,1003.5799999999999,2,3,5,10,235,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
14590,2009-12-07 14:10:00,2010-10-11 12:06:00,20,2993.37,901,124,425,307,149.6685,1,5,5,11,155,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17032,2009-12-10 15:36:00,2010-06-10 12:16:00,8,2984.32,1667,183,548,181,373.04,1,4,5,10,145,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16736,2009-12-03 16:12:00,2010-07-22 10:09:00,5,2956.56,1050,116,506,230,591.312,1,4,5,10,145,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15235,2010-11-16 12:48:00,2011-05-06 09:44:00,18,2937.81,1735,161,218,170,163.21166666666667,2,5,4,11,254,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15100,2010-01-07 14:33:00,2011-01-10 10:35:00,9,2894.7,334,11,334,367,321.6333333333333,2,5,4,11,254,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13501,2010-05-18 13:24:00,2011-02-24 18:59:00,3,2885.11,1253,90,288,282,961.7033333333334,2,3,4,9,234,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
12806,2010-04-30 10:44:00,2010-09-30 13:34:00,4,2878.96,2087,58,435,153,719.74,1,3,4,8,134,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
16467,2009-12-02 11:59:00,2010-07-19 11:49:00,7,2869.16,7384,14,509,228,409.88,1,4,4,9,144,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16163,2009-12-02 10:00:00,2011-04-21 15:15:00,7,2849.58,768,59,232,505,407.0828571428571,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15817,2010-06-14 13:31:00,2010-10-15 11:07:00,3,2766.4,1596,133,421,122,922.1333333333333,1,3,4,8,134,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
16335,2009-12-04 10:18:00,2010-06-06 11:35:00,7,2753.52,1004,193,552,184,393.36,1,4,4,9,144,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12982,2010-04-12 13:50:00,2011-04-11 11:51:00,8,2744.81,1729,139,243,363,343.10125,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17241,2010-02-15 14:47:00,2010-11-19 13:01:00,12,2736.64,859,116,385,276,228.0533333333333,2,5,4,11,254,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12986,2010-01-21 10:45:00,2010-10-07 11:57:00,10,2729.84,1164,61,429,259,272.98400000000004,1,5,4,10,154,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12725,2010-05-04 13:59:00,2010-12-03 15:45:00,5,2694.56,1306,92,371,213,538.912,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14496,2010-03-16 13:15:00,2011-02-01 09:01:00,8,2668.23,991,64,312,321,333.52875,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13819,2009-12-01 16:18:00,2011-02-11 10:38:00,6,2642.35,2309,47,302,436,440.39166666666665,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14195,2010-03-15 17:12:00,2011-05-22 10:29:00,6,2615.6,2144,10,202,432,435.93333333333334,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
14431,2010-01-21 10:49:00,2011-02-10 10:40:00,4,2614.2,1202,72,303,384,653.55,2,3,4,9,234,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
16244,2010-12-02 11:41:00,2011-05-12 10:18:00,3,2579.38,1474,88,212,160,859.7933333333334,2,3,4,9,234,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
16499,2010-06-11 12:22:00,2010-12-14 13:31:00,8,2578.34,1364,104,360,186,322.2925,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17465,2009-12-03 13:25:00,2010-10-10 11:56:00,7,2542.79,1477,103,426,310,363.2557142857143,1,4,4,9,144,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16889,2010-05-23 10:46:00,2011-05-29 11:05:00,6,2526.65,1611,163,195,371,421.10833333333335,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17550,2010-02-07 15:07:00,2011-05-26 14:09:00,9,2506.64,968,250,197,472,278.5155555555555,2,5,4,11,254,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12978,2009-12-10 12:10:00,2010-11-19 14:29:00,5,2502.82,1394,126,385,344,500.564,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16202,2009-12-02 10:48:00,2010-12-14 10:43:00,9,2501.9900000000002,1307,105,361,376,277.9988888888889,2,5,4,11,254,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16795,2010-01-25 13:14:00,2010-12-09 14:08:00,4,2477.29,1453,306,365,318,619.3225,2,3,4,9,234,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
13762,2010-01-10 12:13:00,2011-05-05 09:15:00,5,2472.48,2608,23,219,479,494.496,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17732,2010-08-09 08:41:00,2010-12-02 09:29:00,9,2470.39,1151,90,373,115,274.48777777777775,2,5,4,11,254,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15221,2010-03-12 10:40:00,2010-12-08 13:08:00,5,2465.45,287,21,366,271,493.09,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
13151,2010-03-22 10:26:00,2011-02-17 12:29:00,3,2465.21,813,131,296,332,821.7366666666667,2,3,4,9,234,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
14256,2010-01-14 10:35:00,2011-03-24 13:17:00,5,2460.79,1147,100,260,434,492.158,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
12733,2010-01-19 13:23:00,2011-04-19 16:19:00,4,2424.87,896,117,234,455,606.2175,2,3,4,9,234,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
15658,2009-12-03 11:19:00,2011-06-02 15:22:00,9,2423.4700000000003,691,79,190,546,269.2744444444445,2,5,4,11,254,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16812,2010-11-22 14:36:00,2010-12-14 12:35:00,4,2392.0,1116,98,361,21,598.0,2,3,4,9,234,At Risk,High Value,Prioritize retention campaigns and investigate the reason for declining engagement.
16105,2010-04-14 13:27:00,2011-04-05 10:13:00,5,2386.19,2125,92,249,355,477.238,2,4,4,10,244,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
16065,2010-09-02 13:27:00,2010-12-09 13:03:00,9,2359.27,1435,214,365,97,262.1411111111111,2,5,4,11,254,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
15015,2009-12-14 14:46:00,2010-07-26 13:50:00,13,2354.97,1584,158,501,223,181.15153846153845,1,5,4,10,154,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
17113,2010-01-11 10:14:00,2010-05-14 13:59:00,6,2305.59,913,122,574,123,384.26500000000004,1,4,4,9,144,Cannot Lose Them,High Value,High-priority retention intervention; consider direct outreach and strong personalized incentives.
